-76.265;-28.1802
-13.5037;60.2276
78.5443;69.1249
-68.0253;-27.4429
24.6853;-78.8944
50.445;41.9303
-57.1092;-17.1522
38.451;-26.9739
-13.6847;57.294
-80.5999;-39.1656
91.0922;49.4979
33.9532;-40.7542
28.6473;-91.7951
45.8164;11.4381
96.4982;-65.2203
96.1559;56.3832
78.0853;8.68492
55.7178;-72.2943
69.5814;88.4071
34.9628;-1.06148
-70.0656;-30.2865
-62.0039;75.7091
89.8126;59.0295
17.8026;-44.4694
-38.371;1.65537
-14.7067;44.6415
80.6233;-90.11
18.3624;-81.7807
96.9027;-28.6737
-19.1079;-70.7441
-58.3695;79.7265
-96.0802;32.6046
-75.9512;95.6529
51.3734;79.5256
40.3832;0.522607
-54.8937;-6.59145
-47.1101;-59.4869
-20.4585;69.6461
74.4884;30.5609
-85.6797;-1.91316
-12.9944;-55.4544
18.2048;-61.5001
50.1028;81.9105
3.97705;-57.212
-93.2874;76.9667
-58.9313;65.028
-54.3545;-76.7053
-71.5725;-49.0928
85.626;-7.78359
-41.3152;-24.0111
-13.5026;-45.3799
-33.9652;1.5059
2.4096;-18.3925
-52.8677;46.3598
-32.2474;2.70855
-43.1939;1.40208
54.0839;-32.4468
-47.1933;-89.3101
6.97497;-41.0648
-91.9814;-8.30636
-77.7638;-53.8677
-63.3238;-31.0772
95.3159;-45.5434
69.2356;74.9073
-94.7612;54.3681
-9.97412;-5.85973
41.3427;-56.4727
61.9021;17.3531
-23.3334;60.5345
-92.7945;53.8575
60.6063;-19.7573
30.5561;42.4125
-52.1728;96.6784
64.2199;-43.0338
-87.4699;-50.4596
29.5325;59.9393
7.84592;-49.7925
-43.7214;-6.22671
-61.7108;83.4145
-23.9812;20.4496
-30.158;-93.4356
22.3727;-39.1389
61.078;-82.6225
-73.8131;-10.4522
65.3712;-59.6422
97.977;-53.2471
-55.3608;52.3905
43.552;20.1549
96.613;-18.6225
98.4633;-81.0082
42.0767;79.3265
59.92;99.3908
-1.93695;-55.6727
-49.6929;-26.1869
63.8316;6.97565
-70.9598;-99.7422
-7.64507;57.2763
-20.8258;78.1347
-4.24338;72.3407
-66.6206;5.98111
50.4629;-68.796
24.6248;96.2
71.1187;94.1155
66.8067;57.3133
21.5626;-85.8096
-73.4194;-3.5626
78.9339;-63.117
96.8562;-13.5857
13.4819;-97.8408
55.3246;37.0544
-14.0412;57.2341
59.1508;21.6263
91.7059;38.5976
-0.463427;-86.8767
-70.6228;50.9332
-4.57051;-61.6858
-28.3666;-41.7441
23.6336;42.6507
32.5889;-36.789
46.7688;68.6212
-29.0844;39.6953
-56.1004;-31.0539
19.9261;-60.3873
-84.7457;-27.7189
-54.3694;35.0522
87.8541;-87.4109
24.6669;50.1992
6.17314;44.1175
27.2656;46.7889
-73.2755;-81.402
56.363;81.1805
18.7241;3.13396
32.9796;37.0654
-70.99;10.7954
-17.6389;-29.27
-77.571;54.2588
-78.538;-64.2438
-63.891;-54.1619
22.4407;-18.1243
28.4411;69.3359
-57.4052;-1.54879
-3.62884;-65.7341
17.2989;-25.785
96.8729;21.6264
28.4814;-4.95194
76.1903;-50.39
-44.8772;69.0485
-90.2961;-39.6894
95.9591;60.9156
-66.6523;-37.5775
-71.8976;72.0578
23.1582;-64.658
-53.8368;31.9514
-48.6257;83.593
23.4941;52.2352
-74.7957;-62.171
-23.1787;-34.8372
-49.541;25.5205
25.3708;50.8335
42.0812;-66.9674
2.04355;21.7517
16.576;-21.4465
-32.1624;-52.2292
17.8609;-1.45181
87.7445;98.7505
35.7227;85.3649
-77.5798;11.3034
31.0136;-83.4638
-88.3977;51.4979
11.1478;-86.1545
67.0948;-30.2509
-33.0848;-43.677
98.4268;23.671
-47.8904;-65.6079
-62.1336;-34.1539
-86.1277;84.3569
-22.4372;-5.69213
-82.7075;45.3916
-73.981;-52.9863
39.7207;67.698
81.1283;76.2126
-20.6029;-70.1739
53.7312;38.459
-46.5973;30.2031
78.821;-20.1537
-85.753;-19.7896
97.5495;-62.8367
-26.1179;-56.6436
33.1411;74.7979
11.8062;-9.33905
21.3532;-41.328
-44.5056;-67.6307
-26.0919;56.2934
55.3157;63.2971
32.1257;-76.8692
54.0842;-23.7788
-93.0967;-45.6246
-38.7602;80.7967
35.5946;52.8227
73.4515;-90.5912
